,property_type,society,sector,price,persf_area,area,areaWithType,bedroom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
117,flat,breez global heights,sohna road,0.4,6420.0,623.05,Super Built up area 623(57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2.0,2.0,1,4.0,North-East,New Property,623.0,,599.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,311.525
118,flat,trisara our homes 3,sohna road,0.34,5405.0,629.05,Carpet area: 629 (58.44 sq.m.),2.0,2.0,1,0.0,,New Property,,,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.525
119,flat,m3m soulitude,sector 89,1.25,8784.0,1423.04,Super Built up area 1423(132.2 sq.m.),3.0,3.0,3,3.0,East,New Property,1423.0,,,1.0,0.0,0.0,0.0,1.0,0.0,61.0,474.34666666666664
120,flat,emaar mgf palm hills,sector 77,1.5,12744.0,1177.02,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3.0,3.0,3,4.0,North-East,Relatively New,1450.0,,1177.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,392.34
121,flat,ramprastha city,dwarka expressway,1.3,9285.0,1400.11,Super Built up area 1400(130.06 sq.m.),3.0,3.0,2,3.0,,Under Construction,1400.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.7033333333333
122,flat,pareena coban residences,sector 99a,1.6,8000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,6.0,,Under Construction,2000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6666666666666
123,flat,la vida by tata housing,sector 113,1.5,11755.0,1276.05,Carpet area: 1276 (118.54 sq.m.),2.0,2.0,2,13.0,,New Property,,,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,638.025
124,flat,la vida by tata housing,sector 113,1.5,11755.0,1276.05,Super Built up area 1276(118.54 sq.m.),2.0,2.0,2,13.0,,New Property,1276.0,,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,638.025
125,flat,godrej summit premia towers,sector 104,0.9,7149.0,1258.92,Built Up area: 1259 (116.96 sq.m.),2.0,2.0,,16.0,,Undefined,,1259.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.46
126,flat,ardee city,sector 52,1.5,9146.0,1640.06,Super Built up area 1640(152.36 sq.m.),4.0,4.0,3,3.0,,Old Property,1640.0,,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,410.015
127,flat,m3m one key resiments,sector 67,0.8,13115.0,609.99,Built Up area: 610 (56.67 sq.m.),1.0,1.0,,0.0,,Undefined,,610.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.99
128,flat,ansal heights 86,sector 86,1.25,7396.0,1690.1,Super Built up area 1690(157.01 sq.m.),3.0,2.0,1,11.0,,New Property,1690.0,,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,563.3666666666667
129,flat,mvn athens,sohna road,0.26,5397.0,481.75,Carpet area: 481.74 (44.76 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,481.792164,0.0,0.0,0.0,0.0,0.0,0.0,37.0,240.875
130,flat,signature the serenas,sohna road,0.42,7909.0,531.04,Carpet area: 531 (49.33 sq.m.),2.0,2.0,1,12.0,,New Property,,,531.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,265.52
131,flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,1934.98,Super Built up area 215(179.77 sq.m.),3.0,3.0,2,2.0,,New Property,215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.9933333333333
132,flat,umang monsoon breeze,sector 78,0.9,4615.0,1950.16,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3.0,3.0,2,1.0,,Moderately Old,1950.0,1900.0,1854.0,0.0,1.0,0.0,1.0,0.0,0.0,65.0,650.0533333333334
133,flat,gls avenue 51,sector 92,0.42,7106.0,591.05,Carpet area: 591 (54.91 sq.m.),2.0,2.0,1,4.0,East,Relatively New,,,591.0,1.0,0.0,0.0,1.0,0.0,1.0,42.0,295.525
134,flat,signature global solera,sector 107,0.5,7692.0,650.03,Super Built up area 546(50.73 sq.m.),2.0,2.0,1,11.0,,Relatively New,546.0,,,0.0,0.0,0.0,0.0,0.0,0.0,55.0,325.015
135,flat,supertech araville,sector 79,0.9,5883.0,1529.83,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2.0,3,5.0,,Relatively New,1530.0,1450.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,764.915
136,flat,greenopolis,sector 89,1.3,6806.0,1910.08,Carpet area: 1910 (177.44 sq.m.),3.0,3.0,3+,1.0,South-West,New Property,,,1910.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,636.6933333333333
137,flat,central park flower valley aqua front towers,sector 33,1.7,9502.0,1789.1,Super Built up area 1789(166.2 sq.m.),3.0,3.0,3,12.0,,Under Construction,1789.0,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,596.3666666666667
138,flat,sare homes,sector 92,1.25,6200.0,2016.13,Built Up area: 2040 (189.52 sq.m.),4.0,3.0,,16.0,,Under Construction,,2040.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,504.0325
139,flat,vatika sovereign next sector-82 a gurgaon,sector 82a,2.91,6700.0,4343.28,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4.0,4.0,3,6.0,East,Under Construction,4350.0,,3480.0,1.0,1.0,1.0,0.0,0.0,1.0,79.0,1085.82
140,flat,bhagwati sadan,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,2,2.0,,Old Property,2500.0,2000.0,1750.0,1.0,1.0,0.0,0.0,1.0,1.0,28.0,666.6666666666666
141,flat,smart world gems,sector 89,1.2,12526.0,958.01,Carpet area: 958 (89 sq.m.),3.0,3.0,3,3.0,East,Under Construction,,,958.0,0.0,0.0,1.0,1.0,0.0,0.0,131.0,319.33666666666664
142,flat,micasa sec 68,sohna road road,1.5,12244.0,1225.09,Carpet area: 1225 (113.81 sq.m.),2.0,2.0,3,11.0,,New Property,,,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,612.545
143,flat,eldeco accolade,sohna road,1.3,7424.0,1751.08,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3.0,3.0,3+,10.0,East,Relatively New,1751.0,,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,583.6933333333333
144,flat,hero homes,sector 104,1.75,10361.0,1689.03,Super Built up area 1689(156.91 sq.m.),3.0,3.0,3,2.0,,Under Construction,1689.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,563.01
145,flat,shyam sadan,sector 3 phase 2,0.55,6470.0,850.08,Carpet area: 700 (65.03 sq.m.),2.0,2.0,1,4.0,West,Relatively New,,,700.0,1.0,0.0,0.0,0.0,0.0,1.0,69.0,425.04
146,flat,m3m heights,sector 65,2.5,13600.0,1838.24,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,19.0,,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,612.7466666666667
147,flat,supertech hilltown,sector 2,0.8,5556.0,1439.88,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3.0,2.0,3,8.0,,Undefined,,1440.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.96000000000004
148,flat,raheja vedaanta,sector 108,0.7,4666.0,1500.21,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,1,10.0,West,Moderately Old,,1468.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.105
149,flat,bptp terra,sector 37d,1.95,14444.0,1350.04,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4.0,3.0,3,7.0,,Under Construction,2191.0,1650.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,337.51
150,flat,green court,sector 90,0.45,7188.0,626.04,Carpet area: 626 (58.16 sq.m.),2.0,2.0,1,2.0,,New Property,,,626.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,313.02
151,flat,m3m golf hills phase 1,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3.0,2.0,3,10.0,,Undefined,,1570.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.3333333333334
152,flat,pyramid urban homes 2,sector 86,0.5,9615.0,520.02,Carpet area: 520 (48.31 sq.m.),2.0,2.0,1,10.0,,Relatively New,,,520.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,260.01
153,flat,m3m heights,sector 65,2.8,15000.0,1866.67,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,20.0,North-East,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,91.0,622.2233333333334
154,flat,godrej nature plus,sector 33,1.45,15664.0,925.69,Built Up area: 118 Carpet area: 86 sq.m.,3.0,2.0,3+,20.0,,Under Construction,,118.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,144.0,308.56333333333333
155,flat,smart world orchard,sector 61,2.2,13496.0,1630.11,Carpet area: 1630 (151.43 sq.m.),3.0,3.0,2,3.0,,Under Construction,,,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,543.37
156,flat,ashiana anmol,sohna road,0.9,9463.0,951.07,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2.0,2.0,2,13.0,South,Relatively New,1275.0,,951.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,475.535
157,flat,signature signum 95a,sector 95,0.4,7782.0,514.01,Carpet area: 514 (47.75 sq.m.),2.0,2.0,2,3.0,East,New Property,,,514.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,257.005
158,flat,umang winter hills,sector 77,1.35,7780.0,1735.22,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3.0,3.0,3+,7.0,,New Property,1735.0,,1199.0,0.0,0.0,1.0,0.0,0.0,1.0,96.0,578.4066666666666
159,flat,aardhya homesh,sector 67a,1.85,8043.0,2300.14,Carpet area: 2300 (213.68 sq.m.),4.0,4.0,,4.0,East,Undefined,,,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.035
160,flat,rof ananda,sector 95,0.25,6578.0,380.05,Super Built up area 380(35.3 sq.m.),1.0,1.0,1,4.0,,New Property,380.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.05
161,flat,smart world gems,sector 89,0.88,7963.0,1105.11,Carpet area: 1105 (102.66 sq.m.),2.0,2.0,3,2.0,,New Property,,,1105.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,552.555
162,flat,assotech blith,sector 99,1.15,6593.0,1744.27,Super Built up area 1365(126.81 sq.m.),2.0,2.0,2,2.0,,New Property,1365.0,,,0.0,0.0,0.0,0.0,1.0,1.0,72.0,872.135
163,flat,raheja vanya,sector 99a,0.85,6789.0,1252.03,Super Built up area 1252(116.31 sq.m.),2.0,2.0,2,3.0,West,New Property,1252.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.0,626.015
164,flat,vatika inxt floors,sector 82a,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,1.0,,Undefined,,1000.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
165,flat,palam vihar society,sector 2,3.35,7444.0,4500.27,Carpet area: 4500 (418.06 sq.m.),4.0,4.0,3+,2.0,,New Property,,,4500.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,1125.0675
166,flat,godrej oasis,sector 88a,1.5,8108.0,1850.02,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,11.0,North-East,New Property,1850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,616.6733333333333
167,flat,dlf new town heights,sector 91,1.65,6345.0,2600.47,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,11.0,West,Moderately Old,2364.0,,,0.0,1.0,0.0,0.0,0.0,0.0,72.0,650.1175
168,flat,dlf new town heights,sector 91,2.0,6967.0,2870.68,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,16.0,East,Moderately Old,2727.0,,,1.0,1.0,0.0,1.0,0.0,0.0,65.0,717.67
169,flat,supertech hues,sector 68,0.9,7627.0,1180.02,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,2,1.0,East,New Property,,,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,590.01
170,flat,krrish florence estate,sector 70,1.25,6703.0,1864.84,Super Built up area 1865(173.26 sq.m.),3.0,3.0,3,18.0,North-East,Under Construction,1865.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,621.6133333333333
171,flat,piedmont taksila heights,sector 37c,1.0,6506.0,1537.04,Carpet area: 1537 (142.79 sq.m.),3.0,3.0,3+,8.0,,Relatively New,,,1537.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,512.3466666666667
172,flat,experion heartsong,dwarka expressway,1.08,6150.0,1756.1,Built Up area: 1758 (163.32 sq.m.),3.0,3.0,,,,Under Construction,,1758.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.3666666666667
173,flat,ss the leaf,sector 85,2.15,8928.0,2408.15,Super Built up area 2408(223.71 sq.m.),3.0,5.0,3,2.0,,New Property,2408.0,,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,802.7166666666667
174,flat,m3m urbana,sector 67,1.0,12106.0,826.04,Built Up area: 826 (76.74 sq.m.),1.0,1.0,1,17.0,South,Relatively New,,826.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,826.04
175,flat,aipl zen residences,sector 70a,1.65,13074.0,1262.05,Super Built up area 1262(117.24 sq.m.),2.0,2.0,3,23.0,North-West,New Property,1262.0,,,0.0,0.0,0.0,0.0,0.0,0.0,81.0,631.025
176,flat,dlf regal gardens,sector 90,1.79,8081.0,2215.07,Carpet area: 2215 (205.78 sq.m.),4.0,3.0,3+,10.0,North-East,Moderately Old,,,2215.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,553.7675
177,flat,godrej air,sector 85,1.8,13136.0,1370.28,Carpet area: 127.3,3.0,3.0,3,30.0,,Under Construction,,,127.3,0.0,0.0,0.0,0.0,0.0,0.0,45.0,456.76
178,flat,suncity vatsal valley,gwal pahari,1.45,10139.0,1430.12,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3.0,3.0,3,4.0,,Under Construction,,1430.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,476.70666666666665
179,flat,project krishna colony,sector 7,0.36,5142.0,700.12,Built Up area: 700 (65.03 sq.m.),2.0,2.0,1,0.0,,Relatively New,,700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.06
180,flat,mvn athens,sohna road,0.25,4258.0,587.13,Built Up area: 587 (54.53 sq.m.),2.0,2.0,1,0.0,,Relatively New,,587.0,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,293.565
181,flat,m3m antalya hills,sector 79,1.15,7496.0,1534.15,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3.0,3.0,3+,1.0,,Under Construction,1534.0,1200.0,1103.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,511.3833333333334
182,flat,central park flower valley,sohna road road,1.65,17441.0,946.05,Carpet area: 946 (87.89 sq.m.),3.0,3.0,,1.0,,Undefined,,,946.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,315.34999999999997
183,flat,m3m capital,sector 113,2.9,12619.0,2298.12,Carpet area: 2298 (213.49 sq.m.),4.0,4.0,3+,11.0,North,Under Construction,,,2298.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,574.53
184,flat,ansal heights,sector 92,0.6,4546.0,1319.84,Super Built up area 1320(122.63 sq.m.),2.0,2.0,3,11.0,,Under Construction,1320.0,,,0.0,0.0,0.0,0.0,1.0,0.0,23.0,659.92
185,flat,malibu towne,sector 47,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3.0,3.0,,0.0,West,Moderately Old,,,2400.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,800.0
186,flat,aipl zen residences,sector 70a,1.25,9904.0,1262.12,Carpet area: 1262 (117.24 sq.m.),2.0,2.0,3,19.0,,Undefined,,,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.06
187,flat,m3m heights,sector 65,2.15,15003.0,1433.05,Built Up area: 1433 (133.13 sq.m.),2.0,2.0,3+,28.0,East,Undefined,,1433.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,716.525
188,flat,hcbs sports ville,sohna road,0.29,3970.0,730.48,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2.0,2.0,1,4.0,,Undefined,,743.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.24
189,flat,hcbs sports ville,sohna road,0.38,5067.0,749.95,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,9.0,East,Undefined,,750.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.975
190,flat,housing apna enclave,sector 4,0.39,4105.0,950.06,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,1,1.0,North-East,Undefined,,950.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.03
191,flat,assotech blith,sector 99,1.6,6667.0,2399.88,Built Up area: 2400 (222.97 sq.m.),3.0,4.0,,15.0,,Undefined,,2400.0,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,799.96
192,flat,pareena mi casa,sector 68,1.7,8504.0,1999.06,Super Built up area 1999(185.71 sq.m.),4.0,4.0,3,2.0,,New Property,1999.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,499.765
193,flat,suncity heights,sector 54,3.25,14118.0,2302.03,Carpet area: 2302 (213.86 sq.m.),3.0,3.0,3+,0.0,East,Old Property,,,2302.0,0.0,0.0,0.0,1.0,0.0,1.0,120.0,767.3433333333334
194,flat,lotus homz,sector 111,0.6,8450.0,710.06,Carpet area: 710 (65.96 sq.m.),2.0,2.0,3,9.0,East,New Property,,,710.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,355.03
195,flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,,1.0,West,Undefined,1000.0,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
196,flat,maruti vihar colony,sector 28,0.95,8886.0,1069.1,Carpet area: 1069 (99.31 sq.m.),2.0,1.0,1,1.0,,Old Property,,,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,534.55
197,flat,m3m heights,sector 65,2.65,18492.0,1433.05,Super Built up area 1433(133.13 sq.m.),2.0,2.0,3,4.0,North-East,New Property,1433.0,,,1.0,0.0,0.0,0.0,0.0,0.0,38.0,716.525
198,flat,supertech basera,sector 79,0.36,7643.0,471.02,Built Up area: 546 (50.73 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2.0,2.0,1,4.0,,New Property,,546.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,235.51
199,flat,signature global the millennia,sector 37d,0.55,9166.0,600.04,Super Built up area 600(55.74 sq.m.),2.0,2.0,3,3.0,,New Property,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,300.02
200,flat,m3m soulitude,sector 89,1.32,16923.0,780.0,Carpet area: 780 (72.46 sq.m.),3.0,3.0,3,1.0,,Under Construction,,,780.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,260.0
201,flat,raheja vanya,sector 99a,0.59,3975.0,1484.28,Super Built up area 1252.13(116.33 sq.m.),2.0,2.0,3,1.0,East,Under Construction,1252.13,,,0.0,0.0,0.0,0.0,1.0,0.0,96.0,742.14
202,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4705.0,956.43,Carpet area: 850 (78.97 sq.m.),2.0,2.0,1,0.0,East,Relatively New,,,850.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,478.215
203,flat,ramprastha the atrium,sector 37d,0.9,6225.0,1445.78,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),3.0,3.0,2,13.0,South-East,Relatively New,1285.0,1185.0,975.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,481.9266666666667
204,flat,m3m golfestate,sector 79,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2.0,2.0,2,4.0,East,Undefined,,,1400.0,1.0,1.0,1.0,0.0,0.0,2.0,83.0,700.0
205,flat,eldeco accolade,sohna road,0.95,6542.0,1452.16,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,6.0,East,New Property,1452.0,,849.0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,726.08
206,flat,m3m heights,sector 65,3.0,18000.0,1666.67,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,20.0,South-East,Under Construction,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,555.5566666666667
207,flat,m3m heights,sector 65,3.67,17990.0,2040.02,Super Built up area 2040(189.52 sq.m.),3.0,3.0,2,27.0,,Under Construction,2040.0,,,0.0,1.0,0.0,0.0,0.0,0.0,43.0,680.0066666666667
208,flat,vatika sovereign next,sector 82a,3.85,7500.0,5133.33,Carpet area: 5140 (477.52 sq.m.),5.0,6.0,3+,6.0,,New Property,,,5140.0,0.0,1.0,0.0,1.0,0.0,0.0,148.0,1026.666
209,flat,m3m heights,sector 65,3.29,17997.0,1828.08,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,33.0,East,New Property,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,609.36
210,flat,m3m heights,sector 65,2.33,18477.0,1261.03,Super Built up area 1261(117.15 sq.m.),2.0,2.0,3,35.0,North-East,Under Construction,1261.0,,,0.0,0.0,0.0,0.0,0.0,1.0,49.0,630.515
211,flat,m3m heights,sector 65,2.79,14168.0,1969.23,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,26.0,East,New Property,1828.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,656.41
212,flat,south city 1 floors,sector 41,3.4,11724.0,2900.03,Built Up area: 2900 (269.42 sq.m.),4.0,4.0,3,0.0,,Undefined,,2900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0075
213,flat,allure homes,sector 12,0.72,7272.0,990.1,Carpet area: 990 (91.97 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,990.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,495.05
214,flat,zara aavaas,sector 104,0.4,7036.0,568.5,Super Built up area 568.46(52.81 sq.m.),2.0,2.0,1,4.0,North,Relatively New,568.46,,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,284.25
215,flat,sidhartha ncr one phase,sector 95,0.56,4105.0,1364.19,Super Built up area 1364(126.72 sq.m.),2.0,2.0,2,10.0,,Relatively New,1364.0,,,0.0,0.0,0.0,0.0,0.0,1.0,60.0,682.095
216,flat,chd avenue,sector 71,1.1,6790.0,1620.03,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,11.0,,Relatively New,1620.0,,,0.0,0.0,0.0,0.0,1.0,0.0,72.0,540.01
217,flat,ramprastha the edge towers,sector 37d,0.71,5420.0,1309.96,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,654.98
218,flat,supertech araville,sector 79,0.78,6024.0,1294.82,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,0.0,,New Property,1295.0,,,0.0,0.0,0.0,0.0,1.0,0.0,74.0,647.41
219,flat,imperia aashiyara,sector 37c,0.4,5882.0,680.04,Carpet area: 680 (63.17 sq.m.),2.0,2.0,3,3.0,,Under Construction,,,680.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,340.02
220,flat,la vida by tata housing,sector 113,1.85,11716.0,1579.04,Super Built up area 1579(146.69 sq.m.),3.0,2.0,2,7.0,East,New Property,1579.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,526.3466666666667
221,flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,903.05,Super Built up area 903(83.89 sq.m.),2.0,2.0,1,8.0,,Under Construction,903.0,,,0.0,0.0,0.0,0.0,0.0,0.0,105.0,451.525
222,flat,smart world orchard,sector 61,1.41,12250.0,1151.02,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2,2.0,,Under Construction,,1150.0,,1.0,0.0,0.0,0.0,0.0,0.0,76.0,575.51
223,flat,supertech araville,sector 79,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3.0,3.0,3,3.0,North,Relatively New,,,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.3333333333334
224,flat,smart world orchard,sector 61,2.2,13500.0,1629.63,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2,1.0,North-East,Under Construction,,,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,543.21
225,flat,unitech the residences,sector 33,1.1,9909.0,1110.1,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,9.0,East,Moderately Old,1110.0,1100.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,555.05
226,flat,emaar imperial gardens,sector 102,2.05,9876.0,2075.74,Carpet area: 2025 (188.13 sq.m.),3.0,4.0,3+,14.0,South,Relatively New,,,2025.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,691.9133333333333
227,flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3.0,2.0,3,4.0,,Moderately Old,,,1200.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,400.0
228,flat,greenopolis,sector 89,0.8,4820.0,1659.75,Super Built up area 1660(154.22 sq.m.),2.0,3.0,3,8.0,,Under Construction,1660.0,,,1.0,0.0,0.0,0.0,1.0,0.0,60.0,829.875
229,flat,pivotal devaan,sector 84,0.41,7032.0,583.05,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2.0,2.0,2,10.0,East,New Property,583.0,565.0,483.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,291.525
