,property_type,society,sector,price,persf_area,area,areaWithType,bedroom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
989,flat,ambience creacions,sector 22,1.65,11956.0,1380.06,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,9.0,East,Relatively New,1380.0,1200.0,1000.0,0.0,0.0,0.0,1.0,1.0,2.0,133.0,690.03
990,flat,ambience creacions,sector 22,2.55,13709.0,1860.09,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,8.0,North-East,Relatively New,1860.0,1600.0,1400.0,0.0,0.0,0.0,0.0,1.0,2.0,125.0,620.03
991,flat,ambience creacions,sector 22,2.55,13709.0,1860.09,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,1860.0,1600.0,1400.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,620.03
992,flat,ambience creacions,sector 22,4.3,13915.0,3090.19,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,3090.0,2600.0,2100.0,0.0,1.0,0.0,0.0,1.0,2.0,120.0,1030.0633333333333
993,flat,tulip violet,sector 69,1.7,8457.0,2010.17,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4.0,4.0,2,10.0,South-West,Relatively New,2010.0,,1610.0,1.0,1.0,1.0,1.0,0.0,0.0,174.0,502.5425
994,flat,ambience creacions,sector 22,2.4,17391.0,1380.02,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,1380.0,1200.0,900.0,0.0,0.0,0.0,0.0,1.0,2.0,112.0,690.01
995,flat,imperia the esfera,sector 37c,0.87,5513.0,1578.09,Super Built up area 1578(146.6 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1110 sq.ft. (103.12 sq.m.),2.0,3.0,3+,5.0,North-West,Relatively New,1578.0,1300.0,1110.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,789.045
996,flat,corona optus,sector 37c,1.25,7090.0,1763.05,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),3.0,3.0,3,4.0,North-West,Relatively New,1763.0,1350.0,1234.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,587.6833333333333
997,flat,imperia the esfera,sector 37c,0.99,5454.0,1815.18,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3.0,5.0,3+,5.0,North-West,Relatively New,1815.0,1400.0,1270.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,605.0600000000001
998,flat,emaar gurgaon greens,sector 102,1.39,8424.0,1650.05,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,7.0,West,Relatively New,1650.0,,,0.0,1.0,0.0,0.0,0.0,1.0,21.0,550.0166666666667
999,flat,the close north,sector 50,2.7,10364.0,2605.17,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3+,6.0,East,Moderately Old,2605.0,2400.0,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,868.39
1000,flat,bptp terra,sector 37d,1.75,7987.0,2191.06,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3,7.0,West,Relatively New,2191.0,2100.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,120.0,547.765
1001,flat,bptp terra,sector 37d,1.55,7074.0,2191.12,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,3+,19.0,North-East,Relatively New,2191.0,2100.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,131.0,547.78
1002,flat,bptp terra,sector 37d,1.6,7302.0,2191.18,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3.0,3+,7.0,North,Relatively New,2191.0,2000.0,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,139.0,547.795
1003,flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3.0,3+,5.0,East,Relatively New,1750.0,1466.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,583.3333333333334
1004,flat,bptp astaire gardens,sector 70a,1.8,9350.0,1925.13,Built Up area: 1925 (178.84 sq.m.),3.0,3.0,3,3.0,North-West,Relatively New,,1925.0,,1.0,0.0,0.0,0.0,0.0,0.0,135.0,641.71
1005,flat,m3m woodshire,sector 107,1.65,5960.0,2768.46,Super Built up area 2768(257.16 sq.m.),4.0,5.0,3+,12.0,North-West,Relatively New,2768.0,,,0.0,1.0,0.0,0.0,0.0,0.0,21.0,692.115
1006,flat,unitech uniworld city,sector 30,3.55,14991.0,2368.09,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,5.0,3+,16.0,North,Old Property,2368.0,2367.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,141.0,789.3633333333333
1007,flat,dlf the icon,sector 43,6.0,26086.0,2300.08,Carpet area: 2300 (213.68 sq.m.),4.0,4.0,3+,18.0,North-East,Old Property,,,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0,575.02
1008,flat,bestech park view city,sector 48,1.8,10250.0,1756.1,Carpet area: 1756 (163.14 sq.m.),3.0,4.0,3,3.0,North-West,Moderately Old,,,1756.0,1.0,0.0,0.0,0.0,0.0,1.0,76.0,585.3666666666667
1009,flat,aipl the peaceful homes,sector 70a,2.5,10638.0,2350.07,Super Built up area 2350(218.32 sq.m.),3.0,4.0,3,8.0,South,Relatively New,2350.0,,,0.0,1.0,1.0,0.0,0.0,1.0,174.0,783.3566666666667
1010,flat,hector trimurti heights,sector 39,1.5,6382.0,2350.36,Carpet area: 2350 (218.32 sq.m.),4.0,3.0,3,10.0,South-East,Old Property,,,2350.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,587.59
1011,flat,vatika lifestyle homes,sector 83,1.04,5699.0,1824.88,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2.0,2,2.0,South-West,Moderately Old,1755.0,1500.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,608.2933333333334
1012,flat,pyramid urban,sector 67a,0.53,8967.0,591.06,Carpet area: 591 (54.91 sq.m.),2.0,2.0,1,6.0,West,Relatively New,,,591.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,295.53
1013,flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.06,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,8.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0,650.02
1014,flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,1975.07,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,1975.0,,,1.0,1.0,0.0,0.0,0.0,1.0,152.0,493.7675
1015,flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,0.0,North-East,Relatively New,1650.0,,,1.0,1.0,0.0,0.0,0.0,1.0,159.0,550.0
1016,flat,dlf park place,sector 54,4.85,30180.0,1607.02,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3.0,4.0,3+,6.0,North,Moderately Old,1983.0,1785.0,1607.0,0.0,1.0,0.0,0.0,0.0,2.0,158.0,535.6733333333333
1017,flat,vatika gurgaon,sector 83,1.25,6313.0,1980.04,Super Built up area 1980(183.95 sq.m.),3.0,3.0,2,2.0,West,Relatively New,1980.0,,,0.0,1.0,0.0,0.0,0.0,0.0,119.0,660.0133333333333
1018,flat,shree vardhman flora,sector 90,0.92,4717.0,1950.39,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,2,6.0,North,Relatively New,,,1950.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,650.13
1019,flat,dlf the ultima,sector 81,2.7,12802.0,2109.05,Carpet area: 2109 (195.93 sq.m.),3.0,3.0,3,15.0,North,Relatively New,,,2109.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,703.0166666666668
1020,flat,shree vardhman flora,sector 90,0.7,5177.0,1352.13,Carpet area: 1352 (125.6 sq.m.),2.0,3.0,2,7.0,North,Relatively New,,,1352.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,676.065
1021,flat,ss the leaf,sector 85,1.25,7179.0,1741.19,Carpet area: 1741 (161.74 sq.m.),2.0,2.0,2,16.0,North,Relatively New,,,1741.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,870.595
1022,flat,ss the leaf,sector 85,2.3,8179.0,2812.08,Super Built up area 2812(261.24 sq.m.),4.0,4.0,3+,8.0,South,Relatively New,2812.0,,,0.0,1.0,0.0,0.0,0.0,0.0,21.0,703.02
1023,flat,ss the leaf,sector 85,2.0,8305.0,2408.19,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,8.0,East,Relatively New,2408.0,,,0.0,1.0,0.0,0.0,0.0,0.0,21.0,802.73
1024,flat,vatika gurgaon,sector 83,1.08,6224.0,1735.22,Super Built up area 1735(161.19 sq.m.),3.0,3.0,2,11.0,North-East,Relatively New,1735.0,,,0.0,0.0,0.0,0.0,1.0,0.0,19.0,578.4066666666666
1025,flat,emaar mgf emerald estate,sector 65,1.73,12401.0,1395.05,Super Built up area 1395(129.6 sq.m.),3.0,3.0,3,9.0,North-West,Relatively New,1395.0,,,0.0,1.0,0.0,0.0,0.0,2.0,159.0,465.01666666666665
1026,flat,emaar mgf emerald estate,sector 65,1.3,20602.0,631.01,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2.0,2.0,2,7.0,West,Relatively New,1020.0,,631.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,315.505
1027,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.05,Super Built up area 1975(183.48 sq.m.),4.0,4.0,3+,0.0,West,Relatively New,1975.0,,,1.0,1.0,0.0,0.0,0.0,1.0,151.0,493.7625
1028,flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,1650.04,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3+,3.0,South,Relatively New,1650.0,,,1.0,1.0,0.0,0.0,0.0,0.0,152.0,550.0133333333333
1029,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.05,Super Built up area 1650(153.29 sq.m.),3.0,3.0,3,2.0,West,Relatively New,1650.0,,,1.0,1.0,0.0,0.0,0.0,1.0,168.0,550.0166666666667
1030,flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.07,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,2.0,North,Relatively New,1975.0,1800.0,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,89.0,412.5175
1031,flat,emaar mgf emerald floors premier,sector 65,2.35,16206.0,1450.08,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3,2.0,South-East,Relatively New,1650.0,1500.0,1450.0,1.0,1.0,0.0,0.0,0.0,1.0,64.0,483.35999999999996
1032,flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,1975.01,Super Built up area 1975(183.48 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,4.0,3,3.0,North-West,Relatively New,1975.0,1750.0,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,113.0,493.7525
1033,flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,2.0,North-East,Relatively New,1650.0,,1400.0,1.0,1.0,0.0,0.0,0.0,1.0,136.0,550.0
1034,flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,2410.15,Super Built up area 2410(223.9 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 2040 sq.ft. (189.52 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,2410.0,2210.0,2040.0,0.0,1.0,0.0,0.0,0.0,1.0,157.0,602.5375
1035,flat,umang winter hills,sector 77,0.8,5961.0,1342.06,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,10.0,North,Relatively New,1342.0,,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,671.03
1036,flat,.,gwal pahari,7.0,11000.0,6363.64,Super Built up area 6000(557.42 sq.m.),4.0,4.0,3+,6.0,South-West,Relatively New,6000.0,,,0.0,1.0,0.0,0.0,0.0,0.0,52.0,1590.91
1037,flat,unitech fresco,sector 50,1.8,9589.0,1877.15,Super Built up area 1877(174.38 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,6.0,North-East,Moderately Old,1877.0,1870.0,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,625.7166666666667
1038,flat,the close north,sector 50,2.65,10685.0,2480.11,Super Built up area 2480(230.4 sq.m.)Built Up area: 2470 sq.ft. (229.47 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,4.0,3+,6.0,North,Moderately Old,2480.0,2470.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,826.7033333333334
1039,flat,vatika gurgaon,sector 83,1.05,7000.0,1500.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,3.0,South-West,Relatively New,1735.0,,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,500.0
1040,flat,unitech fresco,sector 50,1.88,10479.0,1794.06,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,14.0,North,Moderately Old,1794.0,1790.0,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,598.02
1041,flat,alpha corp gurgaonone,sector 84,1.15,7496.0,1534.15,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,8.0,North-East,Relatively New,1534.0,,1200.0,1.0,0.0,0.0,0.0,0.0,1.0,37.0,767.075
1042,flat,vatika gurgaon,sector 83,1.33,5564.0,2390.37,Super Built up area 2390(222.04 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,3.0,East,Relatively New,2390.0,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,597.5925
1043,flat,unitech harmony,sector 50,2.6,9590.0,2711.16,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2,15.0,North-East,Relatively New,2711.0,2700.0,2200.0,0.0,1.0,0.0,0.0,1.0,1.0,174.0,903.7199999999999
1044,flat,the close north,sector 50,2.97,11401.0,2605.03,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,868.3433333333334
1045,flat,tulip violet,sector 69,1.8,8955.0,2010.05,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,9.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,1.0,165.0,502.5125
1046,flat,tulip violet,sector 69,1.78,8855.0,2010.16,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,10.0,North-East,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,1.0,156.0,502.54
1047,flat,tulip violet,sector 69,1.52,9632.0,1578.07,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,4.0,South-West,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,1.0,156.0,526.0233333333333
1048,flat,tulip violet,sector 69,1.55,9822.0,1578.09,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,9.0,North-East,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,1.0,165.0,526.03
1049,flat,dlf the skycourt,sector 86,1.55,8031.0,1930.02,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,1,12.0,North-East,Relatively New,1930.0,1900.0,1350.0,0.0,0.0,0.0,1.0,0.0,1.0,153.0,643.34
1050,flat,sapphire eighty three,sector 83,0.4,8547.0,468.0,Carpet area: 468 (43.48 sq.m.),1.0,1.0,1,6.0,North-East,Relatively New,,,468.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,468.0
1051,flat,aipl the peaceful homes,sector 70a,2.4,11162.0,2150.15,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,11.0,South-West,Relatively New,2150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,108.0,716.7166666666667
1052,flat,vatika the seven lamps,sector 82,1.37,8753.0,1565.18,Super Built up area 2160(200.67 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3.0,3.0,3,11.0,South,Relatively New,2160.0,2000.0,1565.0,1.0,1.0,0.0,1.0,0.0,1.0,145.0,521.7266666666667
1053,flat,vatika city,sector 49,2.65,11770.0,2251.49,Super Built up area 2251.42(209.16 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.),3.0,4.0,3,11.0,East,Moderately Old,2251.42,1750.75,,0.0,1.0,0.0,1.0,0.0,1.0,140.0,750.4966666666666
1054,flat,godrej summit,sector 104,1.16,6387.0,1816.19,Carpet area: 1816 (168.71 sq.m.),3.0,4.0,3+,8.0,East,Relatively New,,,1816.0,0.0,1.0,0.0,0.0,0.0,1.0,96.0,605.3966666666666
1055,flat,godrej summit,sector 104,1.05,5833.0,1800.1,Carpet area: 1800 (167.23 sq.m.),3.0,4.0,3+,7.0,East,Relatively New,,,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,96.0,600.0333333333333
1056,flat,godrej summit,sector 104,1.35,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4.0,5.0,3+,0.0,North-East,Relatively New,,,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,112.0,675.0
1057,flat,godrej summit,sector 104,1.35,5014.0,2692.46,Carpet area: 2692 (250.09 sq.m.),4.0,5.0,3+,0.0,South-East,Relatively New,,,2692.0,1.0,1.0,1.0,1.0,0.0,0.0,88.0,673.115
1058,flat,emaar mgf the palm drive,sector 66,2.85,14615.0,1950.05,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1950.0,1920.0,1550.0,1.0,0.0,0.0,0.0,0.0,1.0,67.0,650.0166666666667
1059,flat,pivotal devaan,sector 84,0.35,6003.0,583.04,Super Built up area 583(54.16 sq.m.),2.0,2.0,1,4.0,East,Relatively New,583.0,,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,291.52
1060,flat,m3m woodshire,sector 107,0.88,6442.0,1366.04,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,3.0,East,Relatively New,1366.0,,,0.0,0.0,0.0,0.0,0.0,0.0,99.0,683.02
1061,flat,adani m2k oyster grande,sector 102,2.4,9305.0,2579.26,Super Built up area 2579(239.6 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4.0,3+,3.0,North-East,Relatively New,2579.0,,2100.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,859.7533333333334
1062,flat,ireo skyon,sector 60,3.6,12815.0,2809.21,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5.0,3,24.0,North-East,Relatively New,2809.0,,2400.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,702.3025
1063,flat,paras quartier,gwal pahari,7.5,14018.0,5350.26,Super Built up area 5350(497.03 sq.m.),4.0,4.0,3+,20.0,North-East,New Property,5350.0,,,0.0,1.0,0.0,1.0,1.0,1.0,49.0,1337.565
1064,flat,la vida by tata housing,sector 113,1.45,11363.0,1276.07,Super Built up area 1276(118.54 sq.m.)Carpet area: 904.01 sq.ft. (83.99 sq.m.),2.0,2.0,2,6.0,South,Relatively New,1276.0,,904.01,0.0,0.0,0.0,0.0,0.0,0.0,80.0,638.035
1065,flat,the close north,sector 50,2.35,11767.0,1997.11,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3.0,3+,8.0,North-East,Moderately Old,1997.0,1950.0,1850.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,665.7033333333333
1066,flat,vatika the seven lamps,sector 82,0.94,6567.0,1431.4,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,12.0,East,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,0.0,1.0,103.0,715.7
1067,flat,vatika the seven lamps,sector 82,0.81,6192.0,1308.14,Super Built up area 1300(120.77 sq.m.),2.0,2.0,2,15.0,West,Relatively New,1300.0,,,0.0,0.0,0.0,0.0,0.0,1.0,117.0,654.07
1068,flat,the close south,sector 50,3.1,12444.0,2491.16,Super Built up area 2491(231.42 sq.m.)Built Up area: 2450 sq.ft. (227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,4.0,3+,4.0,North-East,Moderately Old,2491.0,2450.0,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,830.3866666666667
1069,flat,vatika the seven lamps,sector 82,1.39,6412.0,2167.81,Super Built up area 2160(200.67 sq.m.),3.0,3.0,3+,11.0,East,Relatively New,2160.0,,,1.0,1.0,0.0,0.0,0.0,1.0,117.0,722.6033333333334
1070,flat,vatika the seven lamps,sector 82,0.94,6533.0,1438.85,Super Built up area 1435(133.32 sq.m.),2.0,2.0,3+,9.0,North,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,0.0,1.0,117.0,719.425
1071,flat,vatika the seven lamps,sector 82,0.78,5932.0,1314.9,Super Built up area 1298(120.59 sq.m.),2.0,2.0,2,0.0,North-West,Relatively New,1298.0,,,0.0,0.0,0.0,0.0,0.0,1.0,103.0,657.45
1072,flat,vatika the seven lamps,sector 82,0.85,5979.0,1421.64,Super Built up area 1430(132.85 sq.m.),2.0,2.0,2,9.0,North-East,Relatively New,1430.0,,,1.0,0.0,0.0,0.0,0.0,0.0,117.0,710.82
1073,flat,orris aster court,sector 85,0.69,5221.0,1321.59,Super Built up area 1312(121.89 sq.m.)Built Up area: 1075 sq.ft. (99.87 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),2.0,2.0,2,5.0,South-West,Relatively New,1312.0,1075.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,660.795
1074,flat,godrej,sector 79,2.03,9046.0,2244.09,Super Built up area 2244(208.47 sq.m.),3.0,4.0,3+,7.0,South-East,Relatively New,2244.0,,,0.0,1.0,0.0,0.0,0.0,0.0,118.0,748.0300000000001
1075,flat,orris carnation residency,sector 85,0.8,4857.0,1647.11,Super Built up area 1645(152.83 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1275 sq.ft. (118.45 sq.m.),3.0,4.0,3,4.0,West,Relatively New,1645.0,1390.0,1275.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,549.0366666666666
1076,flat,shree vardhman flora,sector 90,0.65,6789.0,957.43,Super Built up area 1350(125.42 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,3,9.0,South-East,Relatively New,1350.0,1050.0,950.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,478.715
1077,flat,ss the coralwood,sector 84,1.01,5771.0,1750.13,Super Built up area 1750(162.58 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,18.0,North-West,Relatively New,1750.0,1475.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,583.3766666666667
1078,flat,shree vardhman flora,sector 90,1.27,4951.0,2565.14,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,5.0,2,9.0,North-East,New Property,2575.0,,1950.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,641.285
1079,flat,vatika gurgaon,sector 83,0.84,6746.0,1245.18,Super Built up area 1245(115.66 sq.m.),2.0,2.0,2,7.0,East,Moderately Old,1245.0,,,0.0,0.0,0.0,0.0,0.0,1.0,157.0,622.59
1080,flat,ss the leaf,sector 85,1.77,7350.0,2408.16,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4.0,3,6.0,South-East,Moderately Old,2408.0,1450.0,1300.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0,802.7199999999999
1081,flat,tulip violet,sector 69,1.68,8348.0,2012.46,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South-West,Relatively New,2010.0,,,0.0,0.0,0.0,1.0,0.0,0.0,102.0,503.115
1082,flat,tulip violet,sector 69,1.66,8408.0,1974.31,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,South-East,Relatively New,1970.0,,,0.0,0.0,0.0,1.0,0.0,0.0,102.0,493.5775
1083,flat,tulip violet,sector 69,1.4,8861.0,1579.96,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,2.0,North-East,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0.0,102.0,526.6533333333333
1084,flat,dlf the ultima,sector 81,2.29,10928.0,2095.53,Super Built up area 2100(195.1 sq.m.),3.0,4.0,3+,15.0,West,Relatively New,2100.0,,,0.0,1.0,0.0,0.0,0.0,2.0,103.0,698.5100000000001
